user_id,item_id,class,reviewTime,overall
2555,1501,2,2009-10-19,1
7893,10151,4,2014-04-09,1
3649,9325,4,2012-10-03,1
16160,9533,2,2014-03-19,1
2735,7922,2,2012-01-05,1
7982,8507,5,2014-01-20,1
4153,546,2,2013-08-05,1
11921,6807,3,2014-01-22,1
8031,2638,4,2014-05-30,1
783,9981,2,2014-01-20,1
5487,3887,4,2013-11-03,1
3043,6829,5,2014-05-22,1
3736,1537,2,2014-04-08,1
9180,5332,4,2012-03-29,0
3685,2237,10,2014-02-02,0
6983,1047,2,2010-09-18,1
11008,2000,2,2014-02-28,1
4376,560,2,2011-07-28,1
1221,1221,2,2007-08-28,1
14168,9607,4,2013-06-22,1
3781,3840,9,2013-09-19,1
5789,9421,2,2013-10-31,1
10733,10152,2,2014-05-24,1
12267,9747,2,2014-06-10,1
13671,3195,3,2014-01-22,1
13793,8339,2,2012-01-26,1
982,5132,2,2013-11-24,1
10495,7556,5,2013-01-10,1
13843,7988,2,2014-01-01,1
6012,2564,7,2014-03-11,1
5366,743,2,2013-04-20,1
619,70,2,2006-04-21,1
1287,5438,2,2014-05-12,1
11412,2144,2,2012-11-08,0
9982,4102,2,2013-01-17,1
15593,4986,2,2012-09-14,1
1638,6609,10,2013-06-04,1
16148,8865,4,2012-11-30,1
10308,6875,2,2013-06-28,1
1439,1799,2,2013-07-08,1
3440,5163,2,2013-11-30,1
14804,8775,2,2014-01-23,1
13232,5831,9,2013-02-21,1
5182,2006,2,2012-12-28,0
3655,6717,4,2013-03-02,1
1519,235,2,2013-09-21,1
5806,784,9,2011-03-24,1
3637,810,2,2013-02-02,1
7724,1908,2,2013-01-15,1
13548,10146,2,2014-05-22,1
2374,321,2,2007-10-03,1
3641,5088,2,2010-09-28,1
4564,2673,7,2014-02-06,1
8509,5236,4,2012-11-13,1
13456,8580,3,2013-01-14,1
865,96,2,2007-04-26,1
1714,230,2,2011-11-13,1
1237,342,2,2013-09-01,1
3956,6443,2,2009-12-16,1
128,12,2,2013-10-21,1
2566,2259,2,2014-04-24,1
4446,4588,2,2014-02-24,1
1970,3033,2,2013-06-12,1
12746,3731,1,2013-04-05,1
9158,8963,1,2014-03-13,1
16530,8925,4,2014-06-03,1
14590,9588,2,2013-11-11,1
4,2479,10,2014-03-23,1
7817,5003,9,2012-07-06,0
2707,1970,5,2007-05-21,1
3054,8777,2,2014-07-02,1
6926,1726,2,2014-04-09,1
3815,1372,2,2014-01-21,1
15231,4475,2,2008-03-14,1
9271,3951,2,2010-07-15,1
10422,7392,4,2013-01-16,1
8589,2226,9,2013-12-05,1
8364,2909,4,2014-04-16,1
15995,8480,2,2011-10-20,1
7658,5232,2,2013-04-16,1
1427,186,2,2014-01-23,1
11977,2935,4,2013-01-08,0
988,3624,2,2014-05-17,1
15555,10005,2,2014-01-20,1
8684,2881,2,2009-09-19,1
5335,737,2,2011-12-30,1
299,1166,2,2009-04-03,1
5619,5933,2,2011-02-18,1
3147,2194,2,2012-01-09,1
10303,3275,2,2014-05-27,1
13543,3126,4,2013-11-30,1
7339,3025,4,2012-12-03,1
2846,395,2,2014-01-10,1
15216,8515,1,2013-04-18,1
8741,1462,4,2012-09-06,1
1233,2413,2,2013-09-30,0
4239,553,2,2014-06-12,1
8109,3448,2,2008-09-08,1
2161,303,2,2003-02-28,1
3064,9926,4,2013-11-05,1
9244,6276,4,2012-11-15,1
2445,3238,7,2011-06-27,1
6115,2328,2,2010-05-10,1
3627,9559,10,2014-04-21,1
2015,1381,2,2013-01-31,1
12060,3021,2,2013-05-26,1
2093,8054,2,2013-06-08,1
8611,7936,2,2013-10-10,1
5303,2921,5,2013-08-04,1
12687,5487,1,2013-09-09,1
3989,4986,2,2013-07-04,1
14245,3594,2,2011-12-27,1
8866,9049,2,2014-01-14,0
1732,4603,3,2013-04-12,1
15434,9906,4,2013-11-24,0
4428,567,2,2013-04-03,1
1164,2215,2,2014-01-08,1
7409,6075,4,2011-05-04,1
2176,8740,1,2013-04-05,1
4181,3241,7,2012-12-07,1
3657,1993,2,2010-03-22,1
14260,4213,2,2011-06-12,1
9278,3980,5,2014-02-10,1
116,370,2,2004-01-31,1
8907,3397,2,2013-06-10,1
8343,1446,1,2014-03-29,1
15745,7092,3,2012-10-13,1
1612,9910,4,2014-01-05,1
3087,2475,2,2012-06-03,1
7190,3944,1,2012-07-04,1
3705,5840,4,2013-12-13,1
2659,3190,5,2014-06-17,1
2111,295,2,2010-02-10,1
15161,10020,2,2014-02-05,1
13666,5791,4,2013-08-18,1
7100,1088,4,2013-10-18,1
14612,9561,2,2014-03-16,1
7602,7071,2,2011-05-28,1
13257,5268,2,2010-04-02,1
202,76,2,2001-02-03,1
3326,839,2,2013-12-08,1
12396,2569,2,2012-11-17,1
10003,5535,1,2014-07-09,1
4888,6131,4,2013-03-18,1
9766,10104,4,2014-06-01,1
9824,1694,2,2014-03-26,0
436,10081,2,2014-05-23,1
10558,6875,2,2013-10-21,1
2756,3571,2,2010-11-25,1
2344,619,5,2009-07-13,1
12467,9036,1,2012-12-31,1
2936,411,6,2013-10-25,1
15136,4376,10,2013-02-13,1
9718,7228,5,2013-04-01,1
3380,2787,1,2014-01-13,1
1703,1596,2,2011-09-14,1
10788,7339,4,2013-03-15,1
7682,1430,1,2014-05-19,0
5015,7381,9,2013-04-20,1
3400,1991,2,2012-04-22,1
8146,6656,2,2014-03-04,1
14014,3436,6,2014-05-22,1
2733,823,1,2013-02-18,1
292,7980,2,2011-12-27,0
10017,8508,2,2013-12-27,1
8447,6823,1,2013-12-26,1
14789,4380,1,2013-08-17,1
4938,6103,1,2013-12-03,1
14141,5435,2,2013-06-12,1
14615,9542,3,2014-03-08,0
3443,9023,4,2014-01-19,1
15174,7916,3,2011-12-13,1
4692,3450,2,2012-11-06,1
1839,256,2,2007-01-08,1
15876,9293,2,2014-07-05,1
6894,1230,2,2007-02-25,0
3,344,2,2004-10-31,1
14413,6578,2,2013-07-01,1
13400,9759,4,2014-02-21,1
11995,2404,9,2012-09-02,0
11748,4330,2,2011-10-17,1
14650,8736,4,2013-09-11,0
3969,1876,1,2008-07-20,1
8497,1857,2,2014-05-18,1
1754,4418,10,2013-12-17,1
16418,8987,2,2012-07-16,1
10173,5169,2,2009-11-16,1
1923,1627,2,2014-01-06,1
15370,6091,9,2012-02-13,1
5456,5213,2,2013-01-15,1
14708,8578,9,2013-09-22,1
11060,8164,2,2012-03-03,1
11275,6342,2,2012-04-09,1
11160,8489,2,2014-03-22,1
828,3585,5,2011-04-14,1
15158,5960,2,2014-06-09,1
4714,6518,2,2014-07-07,1
455,510,2,2012-11-28,1
14307,8052,4,2013-10-07,1
10620,3968,2,2014-01-07,1
16308,7849,2,2013-02-07,1
14907,9133,2,2013-07-11,1
6109,5353,2,2011-08-22,1
45,4,4,2013-12-08,0
3064,2984,3,2013-03-16,1
15728,8475,3,2014-02-15,0
14446,10068,2,2013-12-02,1
3717,5153,9,2013-05-07,1
9775,1694,2,2013-07-26,1
6458,9999,9,2014-04-03,1
9808,10081,2,2014-03-24,1
11401,2142,3,2011-06-24,1
4057,7945,3,2014-07-03,1
14806,4497,2,2010-08-17,1
9686,8064,5,2012-01-12,1
9814,4444,5,2013-11-28,1
13933,3380,2,2011-02-16,0
7244,2194,2,2013-12-05,1
3141,6886,1,2013-04-11,1
7376,1141,2,2003-11-10,1
10857,8089,2,2012-08-11,1
3078,420,2,2013-07-31,1
8244,1309,2,2006-02-13,1
1119,6776,3,2013-10-03,1
455,5486,5,2013-01-01,1
15591,4986,2,2013-11-17,1
14650,3941,1,2010-04-27,1
943,758,2,2013-04-09,1
6913,3122,5,2013-12-08,1
13419,3060,4,2012-07-24,1
7847,7045,2,2014-03-17,1
13516,6593,2,2013-04-19,1
13322,9208,1,2014-03-03,1
7924,6039,3,2010-11-30,1
8534,4518,2,2011-12-16,1
9178,2754,4,2013-11-02,1
16318,10170,9,2014-06-03,1
3385,1360,3,2013-08-01,1
14532,6839,2,2014-02-18,1
6026,3248,4,2014-02-03,1
15482,7596,10,2013-12-09,1
4057,8805,8,2014-03-04,1
13917,3455,2,2013-12-14,1
2641,2948,6,2013-09-28,1
10444,1909,5,2013-01-26,1
8353,8453,4,2013-12-02,1
11373,7554,9,2014-02-27,1
3847,8278,2,2012-01-19,1
10865,2891,2,2011-01-23,1
8437,7965,2,2013-06-21,1
8259,1615,2,2009-10-07,1
13440,9785,2,2014-04-23,1
3582,7119,2,2013-03-22,1
9921,2185,2,2012-10-11,1
5094,6765,2,2011-02-08,1
10481,3420,5,2010-11-19,1
654,1487,2,2008-12-12,1
16514,10122,4,2014-03-15,1
15241,7316,10,2012-07-02,1
15528,5261,2,2014-04-08,1
3992,2963,9,2014-02-09,1
11263,10112,2,2014-05-23,1
3809,2643,2,2013-02-07,1
13762,5132,2,2013-02-28,1
9188,1559,2,2010-06-26,1
2448,1885,9,2013-10-26,1
11549,4478,10,2014-06-19,1
15392,5501,2,2013-10-17,1
2858,396,2,2012-11-10,1
9308,1587,2,2013-05-24,1
4636,723,2,2012-01-31,1
900,103,2,2006-11-04,1
314,9570,4,2013-04-01,1
5668,776,2,2012-10-15,1
13203,2943,5,2009-02-12,1
13703,4055,2,2012-09-18,1
5769,5445,2,2012-05-20,1
4587,6273,2,2012-04-16,1
7591,4868,2,2013-04-04,1
13813,8425,2,2012-11-03,1
2111,3380,2,2010-02-10,1
3034,776,2,2009-09-23,1
11432,2156,2,2008-10-05,1
13818,3284,2,2013-11-20,1
11884,9004,4,2012-12-17,1
4543,2703,2,2013-01-21,1
6547,9689,3,2013-06-18,1
16353,9235,2,2013-12-17,1
15141,9927,1,2013-12-17,1
6066,826,1,2011-12-14,1
764,4745,2,2014-01-03,1
5306,4132,2,2014-03-29,1
9841,8899,2,2014-05-02,1
13508,8622,3,2013-01-12,0
4395,8030,4,2011-10-04,0
12711,4535,4,2014-06-07,1
3337,6788,2,2014-01-04,1
1190,1904,2,2013-11-26,1
3921,4040,4,2014-02-13,1
1920,859,5,2013-05-09,1
10411,6412,2,2014-03-03,1
12413,9119,4,2013-08-27,0
10088,7147,9,2010-12-14,1
10000,5376,5,2010-12-01,0
1300,7515,2,2014-03-21,1
1827,255,2,2011-12-07,0
15529,6560,2,2014-01-02,1
1013,8893,1,2013-01-06,1
12082,6637,5,2012-12-30,1
9450,2896,2,2014-06-26,0
6660,9058,2,2012-07-27,1
6562,6356,2,2012-05-08,1
9531,2346,2,2010-01-07,1
4464,4197,2,2008-08-24,1
14563,5784,2,2013-04-05,1
8738,1461,2,2013-01-20,1
6443,6904,9,2012-12-16,1
8068,2640,2,2013-06-01,1
7364,8124,2,2014-05-11,1
9577,8012,2,2011-04-30,1
2208,7005,2,2014-01-21,1
198,284,2,2012-02-10,1
5168,7323,2,2013-06-14,0
8521,6802,2,2014-03-26,1
14727,4010,2,2013-03-12,1
9454,9714,3,2013-05-15,1
13035,2859,2,2013-03-25,1
9359,7629,9,2010-11-02,1
5222,6978,2,2013-08-24,1
15712,9302,4,2014-01-23,1
13152,8557,3,2011-09-29,1
9880,7960,10,2014-04-18,1
3431,5175,4,2013-12-05,1
315,138,2,2014-03-29,1
10367,3211,2,2013-05-07,1
1004,9049,2,2012-12-25,1
8456,7154,9,2013-03-28,1
4536,580,2,2013-11-08,1
3018,1609,9,2014-01-03,1
7807,1962,2,2010-07-06,0
2772,6821,2,2014-03-26,1
11242,8243,1,2014-02-28,1
7325,2815,2,2011-11-10,1
12134,6880,9,2014-04-11,1
11605,4144,2,2010-06-09,1
5748,1848,4,2013-11-17,1
15587,8679,5,2013-04-03,1
15911,8889,3,2013-05-13,1
8029,3283,2,2012-07-23,1
8888,3472,2,2009-09-16,1
12367,5720,4,2014-06-25,1
14696,3976,2,2014-01-21,1
13251,9565,9,2013-08-08,1
1661,1438,2,2011-09-29,0
12000,6454,2,2014-04-08,1
4300,3550,2,2009-12-12,1
7191,8191,2,2012-10-10,1
5624,7797,2,2014-02-14,1
4808,4374,2,2014-06-17,1
7406,9869,1,2014-04-24,1
14386,6899,2,2013-03-21,1
15786,7690,3,2012-12-27,1
16174,9440,5,2012-12-30,1
637,2044,7,2012-05-05,1
9865,3556,2,2013-02-04,1
5714,1355,2,2010-09-03,0
796,368,2,2005-07-21,1
687,1799,2,2014-04-10,0
6678,5806,3,2012-02-15,0
7926,1972,5,2012-12-18,1
90,1264,2,2010-08-03,1
455,1408,2,2013-01-01,1
3723,7566,4,2012-12-23,1
434,1931,2,2009-04-09,1
124,137,2,2000-11-26,1
187,19,2,2007-03-28,1
827,3538,2,2013-06-29,1
5845,784,9,2012-11-08,1
9061,6071,3,2013-08-07,1
1205,4002,2,2014-06-23,1
8955,7452,9,2012-07-31,1
12211,3287,2,2007-07-07,1
3211,7588,3,2011-02-03,1
988,4924,2,2012-10-09,1
269,29,2,2014-02-07,1
4206,6524,4,2014-03-31,1
3240,4362,2,2012-03-05,1
1343,5584,2,2010-09-18,1
2703,4778,2,2014-07-08,1
9257,6001,2,2011-03-05,1
6175,4229,10,2013-08-29,1
948,330,2,2012-01-03,1
5071,9217,4,2012-07-24,1
5173,9246,3,2014-01-07,1
4465,3985,2,2013-01-28,1
14240,9387,2,2013-11-13,0
1365,6736,2,2014-03-14,1
2393,7281,2,2010-10-27,1
5,8664,3,2014-05-08,1
14593,8921,6,2012-04-05,1
14787,5015,2,2013-01-04,1
10952,6131,4,2013-01-16,1
10175,3782,2,2013-01-27,1
10374,2402,2,2012-04-25,1
3049,531,2,2011-02-07,1
6599,943,2,2014-06-18,1
8013,1270,9,2011-06-17,1
5305,729,2,2011-10-25,1
13283,2984,3,2012-02-01,1
11542,4971,5,2010-02-06,1
9973,4081,2,2014-01-01,1
9667,2935,4,2013-03-30,1
11595,7520,10,2012-11-10,0
6069,8825,2,2014-02-05,1
15361,8465,2,2013-12-26,1
1927,1612,2,2011-02-15,0
5565,5232,2,2013-10-29,1
10185,5125,1,2012-09-01,1
16529,9310,4,2014-04-12,0
14444,3762,10,2013-01-03,1
13415,8296,5,2012-09-11,1
10523,4770,10,2013-11-13,1
4868,7514,2,2014-04-13,1
72,2119,2,2011-11-03,1
1272,3499,2,2012-02-27,1
3917,5029,2,2014-02-10,1
12098,2447,2,2006-11-22,1
7121,9702,4,2014-02-22,1
796,572,2,2008-02-25,1
5874,8978,2,2013-07-18,1
2367,3974,2,2013-11-21,1
12201,4895,10,2013-09-08,1
6968,5856,2,2009-10-20,1
7325,9907,10,2014-04-03,0
2480,5894,4,2014-07-09,1
9665,4268,5,2011-03-06,1
2631,737,2,2014-03-24,1
4346,4238,2,2013-04-29,1
9058,1527,5,2007-03-17,1
6305,6837,3,2013-07-19,1
3833,3069,9,2009-11-16,1
11640,6326,5,2014-03-17,1
4913,2442,2,2013-11-13,1
2988,3071,7,2013-04-11,1
7498,1159,2,2012-12-18,1
762,10067,2,2013-12-08,1
12365,9056,2,2013-07-26,1
15621,9644,4,2013-12-11,1
1540,590,2,2013-04-17,1
14854,8641,2,2012-11-16,1
5336,1925,1,2007-03-11,1
14621,5267,2,2013-12-22,1
4693,4306,2,2011-03-04,1
10045,1739,8,2013-12-31,1
4200,6298,2,2014-02-05,1
12388,8033,2,2013-09-28,1
7666,6285,9,2014-01-17,0
13536,3124,7,2014-05-01,1
5835,6679,2,2013-03-29,0
11084,3001,2,2012-05-19,0
16184,10045,2,2014-01-30,1
13314,9950,2,2014-03-25,1
44,7871,4,2014-03-31,1
16185,7543,2,2011-06-06,1
13238,6225,10,2013-03-04,0
14214,4304,2,2013-10-18,1
7492,9806,4,2013-08-09,1
8107,5134,1,2012-03-19,1
8344,8747,2,2013-12-08,1
9041,5333,10,2013-03-08,1
3379,4251,4,2013-10-06,1
2517,1128,2,2007-02-06,1
455,3613,2,2012-11-29,1
868,97,2,2009-03-14,1
5941,7310,8,2014-01-31,1
3586,7411,10,2013-12-19,0
11575,9102,5,2012-10-03,1
12067,2433,4,2014-04-12,1
6278,6474,5,2013-10-06,1
2259,571,2,2007-12-12,1
7101,5106,10,2014-05-28,1
2463,1374,2,2013-07-24,0
12210,4293,3,2012-06-08,1
14447,10158,10,2014-06-26,1
396,1585,2,2008-11-10,1
7387,8041,4,2012-08-09,1
14911,8120,4,2014-02-02,1
6082,7643,2,2013-12-23,1
1580,206,2,2007-11-27,1
15821,9228,6,2014-05-24,1
1253,161,1,2013-11-19,1
7780,1235,2,2013-05-21,1
1715,2524,2,2012-01-27,1
1281,3701,9,2013-12-05,0
8313,1333,2,2013-07-08,1
4797,618,5,2010-09-30,0
11691,6331,4,2013-05-09,1
3883,4543,2,2012-12-19,0
10265,1819,2,2013-10-02,1
1819,8306,2,2013-11-24,1
16279,9897,4,2013-08-23,1
2932,2931,2,2013-12-29,1
5376,1382,2,2013-12-10,1
3445,1844,2,2009-09-22,1
5711,10170,9,2014-05-26,1
141,191,2,2001-02-03,1
1225,9867,1,2014-06-19,1
14076,5412,4,2009-05-09,1
4600,8073,4,2013-04-26,1
6595,8050,5,2013-07-08,1
8684,5719,2,2014-06-26,1
8193,6694,2,2012-12-03,1
5150,2427,2,2014-03-11,1
4243,4159,2,2013-11-05,1
4813,2903,2,2011-11-07,1
941,4978,9,2013-08-24,1
6710,5257,9,2013-11-13,1
7234,2922,2,2014-02-18,1
11796,2858,2,2013-02-28,1
7883,5809,2,2010-01-09,1
14594,8913,6,2013-10-13,0
8522,1379,2,2012-09-01,1
10507,3646,3,2014-05-20,1
13129,2903,2,2014-03-26,1
7281,1120,2,2006-02-24,1
1028,8299,10,2012-11-11,1
14544,6578,2,2010-11-26,1
195,3386,2,2011-11-23,1
14469,5031,2,2013-10-05,1
5818,2807,5,2011-07-01,1
514,8218,2,2012-03-31,1
8931,4118,2,2008-04-24,1
3397,7071,2,2013-05-23,1
1239,8579,3,2013-11-25,1
8034,7266,2,2011-09-26,0
6523,1703,6,2013-05-09,0
7734,4323,2,2014-05-09,1
6407,8396,4,2014-04-10,1
4815,4349,2,2013-09-17,1
2600,9262,1,2014-07-03,1
8289,8604,3,2013-04-02,1
5397,1234,10,2013-07-13,1
16578,9729,4,2013-08-04,1
2324,4965,5,2013-03-30,1
6455,5298,3,2013-04-02,1
11860,6590,3,2013-12-21,1
12367,5015,2,2014-06-25,1
3408,1684,2,2011-01-28,1
4162,961,2,2006-12-07,1
1175,5563,2,2009-02-15,1
12310,8456,2,2013-12-11,1
10891,7015,2,2012-05-04,1
14404,3932,4,2014-01-13,1
11301,6461,2,2010-11-04,1
126,2387,9,2007-10-27,1
5979,837,2,2006-10-12,1
16209,6499,4,2013-12-28,1
15129,9558,10,2014-02-07,1
9533,1627,2,2012-12-19,1
11035,5933,2,2009-09-13,1
13360,8994,2,2013-01-28,1
14200,3587,2,2013-04-05,1
8895,2049,2,2008-09-27,1
14417,8072,3,2013-08-16,0
12930,2802,5,2013-12-07,1
9160,8503,2,2013-04-10,0
556,4867,2,2009-04-13,1
3882,4296,1,2014-05-27,1
7127,4911,2,2009-03-04,1
7194,1120,2,2004-05-23,1
4299,2006,2,2013-07-08,1
15126,6590,3,2011-10-14,1
15913,8575,2,2013-02-06,1
7160,1094,4,2013-06-08,1
13176,3231,7,2012-12-04,1
4544,8830,4,2013-08-02,1
3556,3930,2,2013-04-11,1
212,888,6,2009-09-30,1
2883,5529,7,2013-06-01,1
14758,8499,4,2013-04-18,0
11129,2052,2,2012-03-11,1
6602,7130,2,2012-03-17,1
3647,4332,9,2013-12-23,0
7249,8407,2,2011-08-09,1
937,2387,9,2011-06-25,1
13642,9640,3,2014-06-16,1
369,4356,2,2013-11-27,1
3203,4856,10,2011-02-08,1
5907,1387,2,2014-02-15,1
4376,6369,9,2013-06-28,1
12659,6291,2,2013-04-25,1
7303,6575,7,2014-06-09,1
7605,5454,2,2011-11-25,1
10289,1825,2,2014-01-02,1
2906,6368,3,2012-12-17,1
1088,6584,8,2014-01-03,1
6900,2942,4,2009-12-21,1
11849,3928,2,2011-09-09,1
10577,1877,1,2012-02-08,1
9285,4309,2,2014-07-12,1
1048,8492,1,2013-08-19,1
6329,9207,3,2013-03-14,1
7128,4306,2,2013-04-25,1
9252,3623,2,2013-10-18,1
4756,7454,2,2013-06-15,0
3203,1768,2,2011-12-24,1
8838,4828,4,2014-05-19,1
6743,6133,4,2013-09-04,1
6036,7320,2,2013-06-05,1
7258,7074,4,2013-06-21,1
1232,8472,2,2013-06-30,1
2369,9125,1,2013-10-15,1
3823,3944,1,2012-05-01,1
1716,7103,2,2010-05-29,1
5378,4582,2,2013-08-31,1
5824,784,9,2012-10-10,1
13941,3383,2,2014-05-05,1
338,6305,2,2014-06-20,1
13678,4196,2,2014-01-18,1
565,58,2,2003-07-19,1
9977,9031,2,2013-04-08,1
10191,7424,8,2011-07-23,1
11178,5806,3,2012-08-31,1
10584,8129,9,2013-05-17,1
9803,4160,2,2012-01-06,1
5184,4803,1,2013-01-28,0
2936,4288,5,2013-05-17,1
15575,9321,9,2014-05-13,1
2938,9502,7,2014-01-31,1
2148,1603,2,2008-04-05,1
872,588,2,2009-01-24,1
13556,3128,7,2014-06-19,1
11038,3755,10,2011-11-24,1
5062,9062,4,2013-04-28,1
1617,1189,2,2014-03-06,1
1452,7289,2,2014-07-12,1
10593,1881,9,2011-05-14,0
7675,7525,2,2012-07-17,1
4220,5162,10,2013-07-04,1
7455,1154,8,2014-07-01,1
9626,9981,2,2014-02-25,1
3040,9581,9,2012-12-27,1
4261,9170,3,2014-06-22,1
1660,217,2,2009-11-20,1
8367,3552,2,2014-06-22,1
16388,8489,2,2013-01-08,1
5857,10044,5,2014-04-21,1
979,3499,2,2014-02-22,1
10879,6389,9,2013-11-25,1
4642,9074,2,2012-07-04,0
12230,8825,2,2013-07-29,1
13295,4735,9,2013-02-21,1
9049,8332,4,2014-03-10,1
9322,2704,2,2009-09-22,1
11429,2155,2,2012-11-15,1
3295,9694,2,2013-04-29,1
10791,4490,2,2007-10-27,1
5712,5376,5,2013-07-09,1
15562,5163,2,2014-06-26,0
2239,7876,8,2012-12-16,1
14677,9592,3,2013-03-14,1
3495,4263,6,2013-08-28,0
5307,8457,2,2014-01-21,1
7682,7324,2,2014-05-27,1
11648,9499,2,2013-12-01,1
