user_id,item_id,class,reviewTime,overall
9913,1689,15,2014-06-07,1
6331,4643,16,2013-12-14,1
6071,10323,17,2013-12-20,1
5284,8153,4,2013-06-08,1
13912,3644,11,2014-07-07,1
18217,9067,4,2012-12-27,1
17360,9569,18,2013-11-25,1
6027,10025,8,2013-02-03,1
13824,3589,4,2014-01-12,0
4667,5209,8,2010-09-10,1
11773,11458,2,2013-12-17,1
8455,6397,3,2012-08-09,1
2441,1300,6,2011-12-13,1
10189,1333,1,2013-01-01,1
1701,11094,4,2014-01-07,1
3330,926,1,2013-02-16,1
288,9022,13,2012-12-28,1
7053,3047,13,2013-04-13,0
9502,11673,8,2014-04-12,1
6934,11170,8,2014-01-16,1
13106,10556,19,2013-06-19,1
2629,2116,2,2013-05-29,1
8646,6979,5,2014-01-18,1
5042,1151,6,2013-12-04,1
17228,5247,19,2013-11-22,1
2011,11655,17,2014-01-10,1
3471,6299,16,2011-09-28,0
13586,6393,18,2013-07-15,1
4942,2976,16,2013-08-13,1
8090,11340,8,2013-07-17,1
5910,568,1,2013-07-20,1
17658,5823,4,2012-12-16,1
6257,1916,5,2013-01-16,1
7121,725,4,2010-12-27,1
14667,9380,4,2013-01-12,1
4710,2468,5,2008-05-27,0
16221,5005,14,2013-12-29,1
6803,2136,1,2013-01-01,1
5148,9330,1,2014-02-05,1
9659,1201,16,2014-03-02,1
5862,557,16,2011-04-14,1
13860,6044,14,2012-01-06,1
18620,9491,19,2013-06-20,1
5069,2006,2,2013-11-02,1
12807,9730,14,2013-09-07,1
16205,4526,3,2013-01-02,1
15403,4289,13,2009-12-31,1
15510,10156,13,2014-03-20,1
3073,2925,5,2012-08-06,1
3218,6450,6,2011-09-13,1
4031,5401,8,2011-09-28,1
3572,423,15,2004-12-14,1
13105,10110,14,2013-08-09,1
497,10778,14,2014-01-16,1
473,2377,3,2011-04-06,1
10184,7282,15,2014-06-20,1
8061,3694,6,2013-09-03,1
5177,473,2,2014-03-04,1
10823,11527,14,2014-06-18,1
1083,11632,6,2014-01-11,1
15781,6055,6,2014-01-12,1
2453,618,6,2012-07-18,1
18059,11261,14,2014-01-12,1
2860,6943,3,2013-01-22,1
15384,3437,1,2014-01-19,1
18752,10444,17,2013-10-29,1
14749,6837,8,2012-11-21,1
4052,349,4,2014-07-09,1
504,8127,6,2014-01-20,1
12309,6126,2,2013-01-05,1
19064,11580,14,2014-02-24,1
9461,10961,19,2014-01-24,1
14733,5082,7,2014-05-07,1
3678,5364,18,2012-04-12,1
3525,4328,11,2013-05-26,1
7474,4978,9,2012-12-21,1
3429,293,8,2009-12-18,1
690,9231,18,2013-12-16,0
18275,6982,4,2011-08-25,1
1422,7521,8,2012-07-25,1
3023,1276,8,2008-12-04,1
1183,4173,8,2009-12-29,1
4112,2023,18,2011-12-20,1
10473,7250,16,2013-01-05,1
664,3188,2,2009-01-03,1
6798,2095,4,2011-11-30,1
14656,8898,15,2012-12-28,1
16144,8420,19,2013-12-14,1
6166,3340,15,2012-01-01,1
4274,6853,11,2013-03-18,1
19095,9738,14,2014-05-21,1
2494,11209,18,2013-11-03,1
6005,8479,7,2012-05-26,1
1431,139,8,2010-09-12,1
5266,1411,16,2014-04-16,1
1583,6513,12,2012-12-10,0
5336,2525,1,2012-12-29,1
13864,2682,18,2013-08-26,1
3391,10276,4,2013-10-09,1
6679,2957,13,2012-11-30,1
16460,10041,13,2012-12-25,1
12333,1989,2,2013-10-22,1
6068,7020,9,2013-01-30,1
9998,3244,2,2013-04-11,1
1266,2012,13,2011-10-25,1
3507,6014,13,2013-12-28,1
1458,9583,19,2012-08-29,1
7801,819,19,2011-08-23,1
4729,3661,18,2010-10-15,1
14390,6910,18,2012-06-17,1
11322,1672,16,2012-01-04,1
14047,3603,8,2009-12-11,1
13904,8581,16,2013-06-25,1
10323,7319,1,2013-04-19,1
14194,2704,19,2008-04-23,1
590,4758,14,2013-05-07,1
7247,2136,1,2014-05-13,1
380,9423,8,2013-07-15,1
9046,6209,8,2011-09-15,1
14650,8778,17,2013-11-13,0
2013,262,8,2008-06-30,0
16438,4314,5,2012-10-29,1
12285,10984,14,2013-07-11,1
7119,11628,2,2013-12-11,1
11379,7235,5,2014-01-17,1
1009,11289,8,2013-11-01,1
12624,6189,5,2011-09-23,1
11105,4662,19,2013-09-08,1
683,137,8,2013-01-12,0
8231,11605,13,2013-12-20,1
10055,11055,2,2014-01-05,1
19203,10430,13,2014-02-19,1
9800,5888,13,2013-09-21,1
14315,8477,19,2014-04-07,1
10860,1562,16,2014-05-31,1
2945,9312,19,2012-12-23,1
7066,8540,4,2013-12-26,1
11879,9707,8,2014-04-09,1
778,8185,19,2012-02-13,1
360,25,8,2011-09-24,1
13135,6984,16,2013-06-14,1
7352,10789,8,2013-11-06,1
82,9184,18,2012-10-27,1
6171,11228,13,2014-01-02,1
13718,8315,14,2012-05-25,1
10775,10078,2,2014-01-10,1
15897,8934,14,2014-01-02,1
3410,8935,6,2013-04-14,1
5133,2036,4,2013-01-25,1
1910,3230,8,2009-01-19,1
14406,5691,10,2014-02-15,1
4938,933,16,2013-11-03,1
16935,5440,8,2013-09-03,1
3941,4091,14,2010-12-31,1
3723,5309,18,2014-06-07,1
13194,10029,5,2013-09-14,1
318,2580,8,2013-05-21,1
1020,5055,16,2011-07-28,1
782,9347,2,2013-09-07,1
13165,9539,5,2013-10-18,1
11060,4517,12,2013-06-20,1
5445,2238,1,2013-01-02,1
2401,3084,4,2011-12-26,1
10708,11543,14,2014-06-19,1
7051,2180,11,2014-01-01,1
1443,7882,6,2012-10-10,1
4,11050,3,2014-02-08,1
5928,1989,2,2013-07-11,1
6201,6756,8,2014-06-28,1
16023,7961,19,2012-12-28,1
8980,8120,19,2014-07-03,1
6838,1584,6,2014-01-22,1
1573,6391,12,2011-04-19,0
11163,2599,14,2014-03-15,1
16519,8832,9,2012-12-27,1
8886,9232,18,2012-09-10,1
15716,11615,19,2014-07-11,1
12438,9603,19,2013-01-09,1
19086,11825,13,2014-07-05,1
8767,996,5,2013-04-10,1
18516,10957,13,2014-02-05,1
9898,5897,1,2010-12-25,1
15183,8887,16,2013-06-03,1
1796,256,4,2008-05-24,1
175,7341,8,2012-03-25,1
17866,11449,18,2014-02-27,1
87,9392,19,2012-08-14,1
4007,875,6,2013-08-05,1
5425,9552,3,2013-06-07,0
9577,1171,1,2014-02-11,1
6121,591,8,2014-01-07,0
9321,5439,13,2012-12-26,1
479,6974,7,2013-04-05,1
11166,11031,18,2013-11-10,1
17384,6174,16,2014-05-23,1
8342,2423,2,2013-12-31,1
4857,1852,7,2013-06-11,1
17616,5760,1,2012-10-02,1
7705,4228,4,2012-10-22,1
3035,418,17,2005-07-05,1
19076,9179,18,2013-11-26,1
14103,6296,2,2012-12-07,1
421,2669,1,2009-01-06,1
4172,11548,18,2014-05-21,1
10824,1823,16,2012-06-02,1
11430,2319,6,2013-12-03,1
2150,11508,1,2014-06-18,1
5680,532,15,2011-10-05,1
2268,9333,18,2012-08-19,1
3665,1231,6,2012-01-03,1
3802,10176,13,2013-10-02,1
17022,4959,16,2013-06-17,1
12716,5440,8,2011-03-31,1
317,11003,8,2013-12-21,1
4315,4701,8,2011-01-11,1
6222,2145,6,2014-06-11,1
1768,4615,13,2010-11-21,1
8903,5354,4,2011-01-01,1
7778,8386,15,2013-04-08,1
1960,5440,8,2012-12-21,1
563,720,2,2014-01-19,1
2314,2100,8,2012-11-19,1
8463,3906,2,2014-02-11,1
15842,10069,14,2014-02-14,1
16826,6561,16,2013-05-02,1
1191,1065,8,2013-07-18,1
11153,6746,7,2012-12-02,1
17096,5078,7,2012-01-27,1
1364,8718,8,2014-02-21,1
10022,1286,2,2014-02-12,1
16032,10152,13,2013-04-26,1
4493,3800,8,2013-12-20,1
15805,3782,7,2012-08-10,1
4476,1036,18,2004-07-29,1
497,8580,13,2012-05-30,1
2446,2918,6,2013-03-23,1
15523,4041,7,2012-12-20,1
92,10599,6,2013-11-29,1
16153,10320,3,2014-07-16,1
18125,6603,1,2013-04-05,1
5465,7515,18,2012-06-10,1
8474,2223,19,2014-01-10,0
5807,594,6,2004-02-22,1
221,8218,8,2013-06-06,1
5905,3438,1,2013-06-08,1
17550,6863,9,2011-12-19,1
11192,3786,5,2012-11-25,1
10065,11644,5,2014-07-14,1
364,6409,8,2013-12-27,1
10874,11052,9,2014-02-12,1
4865,1592,14,2014-02-19,1
4732,8806,17,2012-08-30,1
3972,2087,11,2012-11-26,1
9774,1223,16,2012-11-23,1
11104,9134,18,2013-11-07,1
12035,4382,2,2013-05-25,1
147,11340,8,2013-11-16,1
12,662,8,2013-06-30,1
9637,1192,14,2014-01-19,1
2288,200,6,2011-05-20,1
10280,1360,16,2014-01-22,1
2452,2483,17,2011-12-27,1
1384,238,4,2013-01-24,1
15214,9134,18,2013-01-04,1
10427,4192,17,2013-04-18,1
1154,10310,8,2013-07-12,1
17607,5749,5,2012-05-29,1
1399,2800,5,2012-12-17,1
6058,3247,19,2009-05-17,1
12715,2100,8,2012-11-30,1
1213,2352,9,2011-01-23,1
774,7228,17,2014-02-18,0
13334,2322,6,2013-02-15,0
15129,11477,4,2013-12-18,1
438,10162,13,2014-01-28,1
16398,4885,4,2010-10-27,0
3237,285,17,2013-01-02,1
10134,10429,13,2013-05-23,1
17903,6210,8,2011-09-15,1
14572,10541,6,2013-09-07,1
11548,8540,4,2012-11-25,1
17677,9009,13,2012-12-11,1
113,11923,7,2014-07-10,0
17809,10764,14,2013-10-16,1
3410,10370,9,2013-09-11,1
7857,835,2,2013-03-11,1
916,130,8,2012-07-09,1
14397,9686,14,2014-02-08,1
6112,11587,1,2014-06-18,1
15473,9531,10,2013-01-26,1
12392,9671,8,2012-11-08,1
5697,10500,6,2013-11-21,1
5699,4377,1,2013-06-29,1
16726,10797,13,2014-07-16,1
12937,4522,6,2014-06-04,1
15048,3372,6,2013-06-11,1
18600,8905,17,2012-07-31,1
15015,5755,3,2012-11-07,1
14451,9231,18,2013-02-19,1
10253,11405,9,2013-09-02,1
19090,10983,14,2013-07-18,1
2605,7249,8,2013-09-07,1
19182,9695,16,2014-02-22,1
16355,7982,18,2013-06-17,1
16767,10877,19,2014-06-10,0
7719,2613,17,2010-09-24,1
473,5268,19,2011-04-19,1
960,10123,8,2013-09-24,1
4051,3505,2,2014-06-05,1
15483,7059,13,2013-12-07,1
5446,2023,18,2013-08-16,1
1063,10517,6,2013-11-11,1
1195,1895,8,2013-09-25,0
12949,10531,18,2013-12-05,1
7464,8792,2,2013-04-10,0
2950,701,13,2011-11-22,0
3037,1450,19,2005-11-29,0
9554,8806,17,2012-08-27,1
1561,4941,5,2011-12-15,1
12125,6691,7,2012-02-19,0
1996,8329,16,2012-04-02,1
18307,7021,13,2012-01-18,1
19210,10097,14,2013-03-22,1
10499,8321,14,2013-12-11,1
11311,9294,4,2014-03-04,1
2851,6062,2,2013-02-13,1
1315,5037,8,2013-09-02,1
18246,11425,12,2013-06-25,1
473,1764,4,2011-12-07,1
12607,6734,4,2011-10-31,1
14916,9490,19,2012-12-13,1
1548,3261,8,2014-06-05,1
18631,9509,19,2012-12-06,1
12571,6941,6,2011-11-23,1
2441,8921,4,2014-04-14,0
90,11542,1,2014-05-26,1
7437,1456,5,2012-12-30,1
13009,8450,4,2014-05-16,1
15227,3347,1,2014-02-05,1
8314,10985,17,2014-02-04,1
6613,8923,17,2012-10-14,0
13166,11721,19,2014-01-19,1
4500,8911,17,2014-04-06,1
14838,11028,18,2013-12-04,1
342,8162,13,2012-03-19,1
8515,7821,18,2013-02-28,1
13394,10429,13,2013-12-26,1
6299,627,17,2003-11-23,1
18182,6752,8,2011-09-12,1
6049,582,15,2010-05-17,1
19224,10009,16,2013-03-07,1
490,10594,8,2013-05-24,1
3890,4369,4,2010-04-17,0
9681,5266,2,2013-08-06,1
17864,11531,16,2014-04-30,1
3061,9462,18,2013-02-07,1
1950,8652,7,2013-01-09,1
7960,11643,5,2014-07-21,1
11840,6177,16,2013-07-27,1
11570,2356,14,2013-10-09,1
2389,1142,1,2005-10-21,0
230,3672,8,2013-03-07,1
8653,2445,5,2007-12-07,1
18850,8413,19,2013-11-04,1
17052,10577,14,2014-02-27,1
924,5390,7,2010-08-09,1
17476,8417,19,2012-08-23,1
10659,10882,14,2013-07-03,1
9734,6425,16,2012-10-01,1
2590,898,6,2011-12-13,1
4533,10149,13,2013-01-01,1
174,5625,8,2012-08-02,1
2465,214,6,2013-04-01,1
5869,1280,6,2011-01-11,1
18102,10959,9,2014-04-29,1
11411,7721,2,2014-06-18,1
4328,7249,8,2014-01-16,1
7525,11187,2,2014-01-09,1
11364,11462,2,2013-10-24,1
3438,8190,16,2012-04-22,1
8719,2571,16,2014-06-24,1
8696,3762,19,2009-06-09,1
16123,7710,14,2013-05-16,1
6105,11656,4,2014-01-08,1
16629,4551,12,2009-12-30,1
11857,9514,19,2013-03-11,1
813,7220,8,2014-05-31,1
8419,5610,6,2012-03-21,1
7807,3141,8,2014-05-12,1
546,2824,8,2012-01-03,1
2264,325,7,2005-12-04,1
8844,2632,15,2009-11-17,1
13928,4777,13,2014-01-28,1
9418,11683,1,2014-07-02,1
15274,5750,1,2011-11-25,0
7246,7004,14,2013-01-12,1
17643,11087,19,2013-11-01,1
14529,11493,1,2014-01-06,1
4330,563,18,2008-09-27,1
13698,2486,2,2014-07-08,1
17777,10316,2,2014-05-08,1
3712,322,18,2013-04-10,1
8615,964,18,2013-06-02,1
19183,10758,18,2014-03-24,1
18034,10959,9,2014-04-01,1
2080,5436,13,2012-08-08,1
18755,9284,8,2013-03-28,1
8961,4947,4,2012-12-27,1
1921,4746,5,2011-07-20,1
3976,9453,5,2013-05-17,1
12771,8050,13,2013-01-02,1
17279,11400,4,2014-03-17,0
18123,6597,7,2012-10-24,1
8115,4278,17,2013-03-03,0
11356,7879,4,2012-09-08,1
10179,5440,8,2013-01-14,1
18555,10715,14,2014-02-07,1
3763,2157,7,2009-11-16,1
10437,7526,9,2012-05-27,1
6136,593,6,2013-07-26,0
5855,4948,16,2014-07-08,1
4210,8521,6,2012-11-27,1
492,9443,18,2013-02-16,1
16972,7438,8,2011-09-12,1
14017,5767,17,2012-02-21,1
1860,2968,1,2014-01-16,1
3134,10386,1,2013-04-17,1
12537,8946,16,2014-06-26,0
18230,9948,1,2013-12-02,1
5212,598,7,2007-10-08,1
5069,6780,1,2013-10-30,1
3702,5308,18,2011-11-07,1
9585,9462,18,2014-02-15,1
6606,4290,13,2013-11-13,1
2948,10788,8,2014-03-31,1
9045,4518,18,2009-10-08,1
3551,2050,10,2013-04-16,1
14050,3155,8,2012-12-29,1
9608,7806,1,2013-03-23,1
3619,567,9,2002-10-22,1
2494,9462,18,2012-10-19,1
14194,3099,18,2009-12-01,1
9826,5401,8,2011-12-03,1
8794,8444,17,2014-05-05,1
13863,2617,19,2013-10-28,1
14766,10022,13,2013-12-02,0
7716,6945,5,2014-04-19,1
5976,2713,17,2011-10-16,1
886,11064,2,2013-07-30,0
2614,6619,16,2013-07-01,1
5627,531,15,2011-01-12,1
6819,4416,1,2012-12-16,1
17464,11667,14,2014-03-23,1
6802,4510,6,2013-09-29,1
7436,8049,13,2014-05-15,1
1640,5653,12,2011-04-08,1
13549,11244,19,2013-11-05,1
9997,3979,15,2014-01-14,1
5510,941,17,2005-09-18,0
10377,2641,4,2009-01-03,0
545,4476,4,2012-01-03,1
6024,6756,8,2011-07-01,1
608,29,1,2013-01-02,1
2540,5326,4,2013-12-07,1
10135,7743,17,2013-08-04,1
13166,7262,14,2011-08-26,1
13247,4400,18,2013-02-08,1
13273,2297,6,2012-04-24,1
358,808,8,2013-12-22,1
9830,4083,17,2012-01-05,0
17988,9007,13,2013-01-02,1
9764,6300,16,2011-08-11,1
11999,4857,18,2011-01-26,1
3846,4260,18,2014-01-18,1
7514,5666,8,2012-11-26,1
9629,5466,13,2013-01-04,1
5009,4291,11,2013-12-10,1
2330,200,6,2013-02-17,1
11127,1698,13,2007-02-03,1
11100,3357,14,2011-05-12,1
6624,11820,18,2014-02-07,1
1936,482,8,2012-12-16,1
2491,6017,5,2013-12-07,1
8492,2918,6,2011-08-18,1
1066,9584,19,2012-08-27,1
17000,8025,5,2013-11-30,0
28,1728,6,2014-02-21,1
6368,8321,14,2013-11-05,1
5158,2037,1,2011-03-15,1
3364,3696,18,2013-05-04,1
12926,3766,2,2013-01-09,1
4630,2130,7,2013-05-23,1
16809,4707,7,2012-10-26,1
692,5764,9,2012-09-10,0
11953,1860,8,2007-06-11,1
16041,4671,19,2014-03-26,1
3446,3027,13,2013-12-15,1
13515,9411,14,2013-02-17,1
9761,8357,17,2013-03-12,1
1327,3308,8,2011-01-14,1
18403,7834,8,2013-01-07,1
6424,619,9,2012-10-19,1
17434,9158,18,2012-10-16,0
15637,11507,16,2014-05-15,1
5469,765,16,2012-02-21,1
3776,329,13,2013-01-02,1
473,266,8,2011-04-20,1
13591,3286,6,2012-12-03,1
12276,5296,4,2013-02-12,1
19034,11028,18,2013-11-24,1
15656,9131,18,2014-03-07,1
7883,2280,16,2011-07-13,1
4894,10031,7,2013-06-03,1
6125,11068,2,2014-01-13,1
4415,974,6,2005-11-20,1
2220,195,7,2012-12-30,1
1070,7513,18,2011-09-04,1
5928,6222,6,2013-05-10,1
16035,8916,5,2013-07-12,1
2291,5701,13,2010-09-23,1
15801,11213,18,2014-02-21,1
18679,8367,10,2013-02-08,1
2698,10497,8,2013-12-06,1
6613,11095,19,2013-07-31,1
665,6207,8,2011-09-13,1
4681,4438,5,2011-09-21,1
5995,10866,17,2013-10-24,1
2188,1130,18,2010-03-03,1
119,7275,19,2011-09-19,1
11438,1721,5,2013-12-02,1
10028,5914,1,2012-10-14,1
5984,787,8,2008-08-06,1
9809,2049,3,2012-12-28,0
3906,6748,3,2013-06-07,1
5575,11576,19,2014-02-28,1
12176,1933,17,2006-12-27,1
12176,8991,5,2014-02-21,1
15217,7083,19,2011-11-20,1
2887,3057,7,2014-02-26,1
6840,3605,7,2012-01-06,1
12055,9922,2,2014-02-14,1
2921,11096,4,2013-10-13,1
6735,1313,6,2013-01-15,1
15105,9697,16,2013-11-08,1
16702,7715,10,2013-11-06,1
10530,11866,8,2013-03-19,1
13073,3576,9,2008-12-26,1
9496,1852,7,2014-05-18,1
2317,200,6,2014-05-10,1
12721,7011,14,2012-01-25,1
10794,10561,8,2013-11-26,1
10467,5465,13,2011-12-31,1
5951,3358,14,2013-02-04,1
12716,6839,8,2012-07-05,1
16845,6302,19,2013-07-18,1
10363,4288,16,2013-02-14,1
9757,4437,16,2012-12-22,1
4525,10401,8,2013-11-16,1
16343,4679,6,2011-06-01,1
6789,11110,8,2014-01-08,1
9312,1354,6,2011-06-28,1
12781,6880,16,2014-01-17,1
8231,2805,14,2013-03-13,1
15472,10741,14,2013-12-01,1
5726,2793,8,2009-01-11,1
4666,8245,2,2014-01-25,1
324,3000,8,2011-03-10,1
8629,7857,9,2013-12-05,1
1292,233,14,2013-04-22,1
8552,4799,2,2012-08-23,1
7018,9589,19,2012-12-31,1
750,1919,18,2011-09-28,1
18278,6991,4,2013-12-31,1
8410,8464,7,2012-07-09,1
9526,7361,8,2011-08-22,1
17618,6475,1,2014-02-06,1
11309,8353,14,2012-12-25,1
9990,1280,6,2013-02-14,1
15374,7189,14,2013-02-12,1
2083,2399,16,2011-05-28,1
18666,7933,18,2012-01-03,1
12704,6383,5,2012-12-29,1
7705,11311,8,2013-10-01,1
1744,332,4,2003-02-27,1
166,9423,8,2014-05-21,1
5889,6256,13,2013-03-16,1
10569,1761,8,2007-04-13,1
4050,5626,9,2013-10-19,1
11913,10726,3,2013-12-09,1
625,5756,14,2012-11-17,1
16451,4769,6,2013-03-06,1
16146,4048,2,2014-05-30,1
16800,6022,2,2011-12-01,1
655,10352,2,2013-10-11,1
7149,2923,6,2013-11-29,1
1744,982,18,2005-02-11,1
15430,8409,19,2014-03-01,1
14664,2994,17,2010-03-02,1
1679,300,16,2009-06-06,1
9125,1084,17,2013-03-18,1
18078,8928,17,2014-05-21,1
473,3936,8,2011-08-03,1
348,25,8,2014-02-14,1
7931,1271,9,2007-01-02,0
9313,8237,13,2012-09-23,1
2966,10381,8,2013-03-01,1
7125,5003,4,2012-12-30,1
4441,1077,17,2004-10-25,1
8805,9238,6,2012-12-27,1
